title,longitude,latitude,temporarilyClosed,totalScore,reviewsCount,categoryName,Dine_in,Outdoor_Seating
Parker & Quinn,-73.9850713,40.7525862,FALSE,4.4,,Restaurant,TRUE,
L’Adresse,-73.9851086,40.7538101,FALSE,4.4,,New American restaurant,TRUE,
Virgil's Real BBQ - Times Square,-73.9851283,40.7567841,FALSE,4.3,,Barbecue restaurant,TRUE,
Natsumi,-73.9851809,40.7616634,FALSE,4.3,,Sushi restaurant,TRUE,
Buca di Beppo Italian Restaurant,-73.9852157,40.7579198,FALSE,3.9,,Italian restaurant,TRUE,
Havana NY,-73.985247,40.751786,FALSE,4.4,,Cuban restaurant,TRUE,
Ernesto's,-73.9854371,40.7142731,FALSE,4.5,,Basque restaurant,TRUE,TRUE
CAVA,-73.9855104,40.7408422,FALSE,4.4,,Mediterranean restaurant,TRUE,
IHOP,-73.985535,40.7328839,FALSE,4,,Restaurant,TRUE,
Trademark Taste + Grind,-73.9855566,40.7503234,FALSE,4.4,,Restaurant,TRUE,
Scarpetta,-73.9856202,40.7445818,FALSE,4.4,,Italian restaurant,TRUE,TRUE
Momofuku 207,-73.9857118,40.731665,FALSE,4.5,,American restaurant,TRUE,
Smashburger,-73.9858092,40.7479226,FALSE,4.2,,Hamburger restaurant,TRUE,
Barn Joo 35,-73.9858123,40.7496521,FALSE,4.4,,Korean restaurant,TRUE,
Morning Star Restaurant,-73.9858178,40.7682107,FALSE,4,,Diner,TRUE,
Croton Reservoir Tavern,-73.9858266,40.7536651,FALSE,4.1,,Bar,TRUE,
Pokeworks,-73.9858963,40.7517314,TRUE,4.3,,Restaurant,TRUE,
Maialino,-73.9859278,40.7385306,FALSE,4.5,,Italian restaurant,TRUE,
Just Salad,-73.9859288,40.7405902,FALSE,4.2,,Restaurant,TRUE,
Konbini,-73.9859718,40.7470502,FALSE,4.1,,Japanese restaurant,TRUE,
Ootoya - Times Square,-73.9859778,40.7549444,FALSE,4.4,,Authentic Japanese restaurant,TRUE,
Moe's Southwest Grill,-73.986,40.752723,FALSE,4.2,,,TRUE,
Chick-fil-A,-73.9860817,40.7517232,FALSE,4.4,,Fast food restaurant,TRUE,
Cloud Social Rooftop Bar,-73.9863253,40.747317,FALSE,4.1,,Bar,TRUE,TRUE
Friedman’s At The Edison,-73.9863504,40.7596825,TRUE,4.3,,American restaurant,TRUE,
Bubba Gump Shrimp Co.,-73.9863737,40.7572071,FALSE,4.3,,Seafood restaurant,TRUE,
Gabby O'Haras,-73.9863984,40.7535778,FALSE,4.3,,Irish pub,TRUE,
Main Noodle House,-73.9864314,40.7521738,FALSE,4.5,,Chinese restaurant,TRUE,
Keens Steakhouse,-73.9864611,40.7507861,FALSE,4.6,,Steak house,TRUE,
Junior's Restaurant & Bakery,-73.9865621,40.7582077,TRUE,4.4,,American restaurant,TRUE,TRUE
Carmine's Italian Restaurant,-73.986654,40.757498,TRUE,4.5,,Italian restaurant,TRUE,
Kindred,-73.9866645,40.7264815,FALSE,4.7,,Restaurant,TRUE,
Verōnika,-73.9867219,40.7392209,FALSE,4.6,,Swedish restaurant,TRUE,
Trattoria Trecolori,-73.9867421,40.7599972,FALSE,4.4,,Italian restaurant,TRUE,
Awash,-73.986862,40.726527,FALSE,4.4,,Ethiopian restaurant,TRUE,
Friend Of A Farmer,-73.9868623,40.7368776,FALSE,4.3,,American restaurant,TRUE,TRUE
Jongro BBQ,-73.9869183,40.7475342,FALSE,4.5,,Korean barbecue restaurant,TRUE,
Subway,-73.9869302,40.7488386,FALSE,3.8,,Sandwich shop,TRUE,
Benno Restaurant,-73.9869744,40.7439469,FALSE,4.9,,Restaurant,TRUE,
Veselka,-73.9871139,40.7290155,FALSE,4.5,,Ukrainian restaurant,TRUE,TRUE
Casa Mono,-73.9871361,40.7358936,FALSE,4.4,,Spanish restaurant,TRUE,
sweetgreen,-73.9871413,40.7525018,FALSE,4.1,,Health food restaurant,TRUE,
Ruby Tuesday,-73.987147,40.755482,FALSE,3.9,,American restaurant,TRUE,
Just Salad,-73.9871781,40.762156,FALSE,3.9,,Restaurant,TRUE,
Eleven Madison Park,-73.9872353,40.7416519,FALSE,4.6,,Fine dining restaurant,TRUE,
Spicy Moon Vegetarian Szechuan,-73.9872499,40.7266901,FALSE,4.7,,Vegan restaurant,TRUE,
Haru Sushi,-73.987272,40.7571646,FALSE,4.2,,Japanese restaurant,TRUE,
Dirty French,-73.987285,40.721946,TRUE,4.4,,French restaurant,TRUE,
Dig,-73.9874286,40.7534346,TRUE,4.4,,American restaurant,TRUE,
'Wichcraft - Garment District,-73.9874982,40.7531435,FALSE,4.1,,Sandwich shop,TRUE,
CAVA,-73.9876742,40.7528718,FALSE,4.5,,Mediterranean restaurant,TRUE,
Yama,-73.9877047,40.7358696,FALSE,4.4,,Japanese restaurant,TRUE,
Great Wall,-73.9877128,40.7165044,FALSE,3.6,,Chinese restaurant,TRUE,
The House,-73.9877486,40.7361399,TRUE,4.4,,American restaurant,TRUE,
Verlaine,-73.987785,40.720079,FALSE,4.4,,Lounge,TRUE,
Union Square Cafe,-73.9878767,40.7377702,FALSE,4.6,,American restaurant,TRUE,
Oceans,-73.9879206,40.7374674,FALSE,4.7,,Seafood restaurant,TRUE,
Shake Shack,-73.9879468,40.7513684,FALSE,4.5,,Hamburger restaurant,TRUE,
Ariana,-73.988008,40.7650997,FALSE,4.4,,Afghani restaurant,TRUE,
Barbounia,-73.9880646,40.7383263,FALSE,4.4,,Mediterranean restaurant,TRUE,
230 Fifth Rooftop Bar,-73.9880767,40.744002,FALSE,4.3,,Bar,TRUE,TRUE
The Breslin,-73.988089,40.745568,FALSE,4.3,,British restaurant,TRUE,
Mr. Purple,-73.988103,40.721741,FALSE,4.2,,Bar,TRUE,TRUE
Chopt Creative Salad Co.,-73.9881842,40.7407837,FALSE,4.1,,Takeout Restaurant,TRUE,
Boucherie Union Square,-73.9882246,40.7372552,FALSE,4.6,,French restaurant,TRUE,
Setagaya,-73.9882464,40.7287148,FALSE,4.1,,Ramen restaurant,TRUE,
Dig,-73.9883108,40.7407465,FALSE,4.5,,American restaurant,TRUE,
Russ & Daughters,-73.9883134,40.7225803,FALSE,4.7,,Bagel shop,TRUE,
Cosme,-73.9883564,40.7395952,FALSE,4.3,,Restaurant,TRUE,
Dig,-73.9883569,40.7452688,TRUE,4.4,,American restaurant,TRUE,TRUE
Blue Ribbon Sushi Izakaya,-73.9884005,40.7221514,FALSE,4.4,,Sushi restaurant,TRUE,
375° Chicken 'n Fries,-73.988452,40.719695,FALSE,4.2,,Fast food restaurant,TRUE,
Empanada Mama,-73.9885233,40.7644371,FALSE,4.4,,Latin American restaurant,TRUE,
Kaikagetsu NYC,-73.9885354,40.7210416,FALSE,4.4,,Japanese restaurant,TRUE,
Aqua Boil,-73.9885489,40.7637639,FALSE,4.6,,Seafood restaurant,TRUE,
The Smith,-73.9885813,40.7310104,FALSE,4.4,,American restaurant,TRUE,
Just Salad,-73.9885908,40.7506179,TRUE,4.1,,Restaurant,TRUE,
MomenTea Kitchen - Time Square,-73.9885949,40.7551801,FALSE,4.7,,Restaurant,TRUE,
The NoMad Restaurant,-73.988622,40.7448942,FALSE,4.7,,New American restaurant,TRUE,
Dave & Buster's,-73.988634,40.756536,TRUE,4.2,,Sports bar,TRUE,
Local 92,-73.9886351,40.7269981,FALSE,4.4,,Mediterranean restaurant,TRUE,TRUE
sweetgreen,-73.9886378,40.7448032,FALSE,4.3,,Health food restaurant,TRUE,
Bareburger Lower East Side,-73.988649,40.721629,FALSE,4.2,,Restaurant,TRUE,
The Smith,-73.9886901,40.7442774,FALSE,4.4,,American restaurant,TRUE,
Frank,-73.9886954,40.7268777,FALSE,4.4,,Restaurant,TRUE,TRUE
wagamama,-73.9887037,40.743366,FALSE,4.2,,Asian restaurant,TRUE,
Craftbar,-73.9887274,40.7381202,FALSE,4.1,,Restaurant,TRUE,
The Kitchen Sink,-73.9887556,40.7268194,FALSE,3.9,,Diner,TRUE,
Applebee's Grill + Bar,-73.9887869,40.756635,FALSE,3.7,,Restaurant,TRUE,
Nur,-73.9888053,40.7385478,TRUE,4.3,,Middle Eastern restaurant,TRUE,
La Pizza Fresca Ristorante,-73.988895,40.739047,TRUE,3.9,,Italian restaurant,TRUE,TRUE
Nomad,-73.98892,40.72633,FALSE,4.4,,Moroccan restaurant,TRUE,TRUE
Nathan's Famous,-73.9889633,40.7589021,FALSE,2.9,,Hot dog restaurant,TRUE,
Zen Ramen & Sushi ( NYC West 36 St),-73.9889763,40.7517636,FALSE,4.4,,Ramen restaurant,TRUE,
Rezd?ra,-73.989044,40.739083,FALSE,4.6,,Northern Italian restaurant,TRUE,
Home's Kitchen,-73.9891381,40.7394389,TRUE,4,,Chinese restaurant,TRUE,
Obicà Mozzarella Bar - Flatiron,-73.9891684,40.7400029,FALSE,4.2,,Italian restaurant,TRUE,TRUE
Shake Shack,-73.9892194,40.7584328,FALSE,4.4,,Hamburger restaurant,TRUE,
Meet Noodles,-73.9892241,40.7310244,TRUE,4.7,,Chinese noodle restaurant,TRUE,
Sauce,-73.9893263,40.7204716,FALSE,4.4,,Restaurant,TRUE,TRUE
Tsismis NYC,-73.9893269,40.7201117,FALSE,4.3,,Filipino restaurant,TRUE,
The DL,-73.989333,40.718558,FALSE,3.9,,New American restaurant,TRUE,TRUE
Carragher's,-73.9894444,40.7544444,FALSE,4.4,,Sports bar,TRUE,
Out Cheese Steak,-73.9894505,40.7624711,FALSE,4.1,,Latin American restaurant,TRUE,
Panera Bread,-73.9894768,40.7350596,FALSE,4,,Cafe,TRUE,
Cathédrale Restaurant,-73.9894792,40.7316163,FALSE,4.4,,French restaurant,TRUE,
DIA,-73.9895251,40.7257148,FALSE,4.5,,Italian restaurant,TRUE,TRUE
Taco Bell Cantina,-73.9895821,40.7552667,FALSE,4.6,,Fast food restaurant,TRUE,
CAVA,-73.9896079,40.7337898,FALSE,4.6,,Mediterranean restaurant,TRUE,
ABC Kitchen,-73.9896167,40.737775,FALSE,4.5,,Organic restaurant,TRUE,
Ferris,-73.9896583,40.7462639,FALSE,4.4,,New American restaurant,TRUE,
The Cellar,-73.9896947,40.7389768,FALSE,4.4,,American restaurant,TRUE,
Erin McKenna's Bakery NYC,-73.9897133,40.7180599,FALSE,4.4,,Bakery,TRUE,
Shake Shack,-73.9897628,40.7301031,FALSE,4.4,,Hamburger restaurant,TRUE,
Ms. Yoo,-73.989768,40.721209,FALSE,4.4,,Gastropub,TRUE,
Fools Gold NYC,-73.989794,40.723028,FALSE,4.5,,Cocktail bar,TRUE,
VIV,-73.989807,40.762826,FALSE,4.5,,Thai restaurant,TRUE,
Dig,-73.9898149,40.7517621,TRUE,4.5,,American restaurant,TRUE,
Becco,-73.9898324,40.760804,FALSE,4.4,,Italian restaurant,TRUE,
Schnipper's,-73.9898495,40.7559892,FALSE,4.2,,Hamburger restaurant,TRUE,TRUE
L'Amico,-73.9899532,40.7471585,FALSE,4.2,,Italian restaurant,TRUE,TRUE
Spaghetti Incident,-73.9899587,40.722402,FALSE,4.5,,Italian restaurant,TRUE,
UT47 Manhattan,-73.9899748,40.7613127,FALSE,4.5,,Breakfast restaurant,TRUE,TRUE
Subway,-73.9899996,40.7172104,FALSE,3.4,,Sandwich shop,TRUE,
Boqueria,-73.9900314,40.7554321,FALSE,4.3,,Tapas restaurant,TRUE,TRUE
Taste Good,-73.9900501,40.743256,FALSE,3.4,,Chinese restaurant,TRUE,
Castell Rooftop Lounge,-73.9900952,40.7554006,FALSE,4.4,,Bar,TRUE,TRUE
Bowery Road,-73.9901732,40.7333186,FALSE,4.4,,American restaurant,TRUE,TRUE
Zoralie,-73.9902028,40.7650349,FALSE,4.5,,Dominican restaurant,TRUE,TRUE
Hale and Hearty,-73.990228,40.751897,FALSE,4.3,,Soup shop,TRUE,
INDIAN PROJECT Restaurant & Bar,-73.9902341,40.7542906,TRUE,4.3,,Indian restaurant,TRUE,
Whipped Urban Dessert Lab,-73.9902862,40.7184812,FALSE,5,,Ice cream shop,TRUE,
Ippudo NY,-73.990287,40.730948,FALSE,4.5,,Ramen restaurant,TRUE,
Bareburger,-73.9903256,40.7606122,FALSE,4.5,,Hamburger restaurant,TRUE,
Hourglass Tavern,-73.9903468,40.7609425,FALSE,4.4,,American restaurant,TRUE,
Chopt Creative Salad Co.,-73.9904104,40.7303409,FALSE,4.1,,Salad shop,TRUE,
Grey Bar and Restaurant,-73.9905922,40.7445764,FALSE,4.3,,Bar,TRUE,
Tarallucci e Vino,-73.990605,40.738201,FALSE,4.3,,Italian restaurant,TRUE,TRUE
Dirt Candy,-73.9906694,40.7178518,FALSE,4.6,,Vegetarian restaurant,TRUE,
Friedman's Herald Square,-73.990714,40.748267,FALSE,4.4,,American restaurant,TRUE,
Hooters,-73.9907182,40.7502951,TRUE,4,,American restaurant,TRUE,
Blue Maiz,-73.990727,40.7554318,TRUE,4.5,,Mexican restaurant,TRUE,
Narcissa,-73.990739,40.727842,TRUE,4.3,,New American restaurant,TRUE,
Italian Restaurant Hell's Kitchen NYC - Crispin's Restaurant,-73.990798,40.765758,FALSE,4.4,,Italian restaurant,TRUE,
BRIGITTE,-73.9908333,40.7147222,TRUE,4.5,,Restaurant,TRUE,
Pennsylvania 6 NYC,-73.9908333,40.7483333,FALSE,4.2,,New American restaurant,TRUE,
Blue Ribbon Fried Chicken,-73.9909906,40.7244986,FALSE,4.2,,Chicken restaurant,TRUE,
Totto Ramen Hell's Kitchen,-73.9909951,40.7650077,FALSE,4.4,,Ramen restaurant,TRUE,TRUE
Chopt Creative Salad Co.,-73.9910061,40.7372876,FALSE,4.2,,Salad shop,TRUE,
VERSA,-73.9910187,40.7517804,FALSE,4.1,,Bar,TRUE,TRUE
Empanada Mama,-73.991031,40.718769,FALSE,4.4,,Colombian restaurant,TRUE,
3 Times,-73.9910491,40.7328629,FALSE,4.2,,Asian restaurant,TRUE,
Shabu Shabu Macoron,-73.9910558,40.7191889,FALSE,4.7,,Japanese restaurant,TRUE,
Lillie's Victorian Establishment,-73.9911216,40.7376883,FALSE,4.3,,Cocktail bar,TRUE,
Potbelly Sandwich Shop,-73.9911307,40.7373536,FALSE,4.1,,Sandwich shop,TRUE,
Black Iron Burger,-73.9912305,40.754657,FALSE,4.5,,Hamburger restaurant,TRUE,
Nizza,-73.9912338,40.759987,FALSE,4.3,,Italian restaurant,TRUE,
Le Sia,-73.9912784,40.7607527,FALSE,4.3,,Asian restaurant,TRUE,
Tsurutontan Udon Noodle Brasserie,-73.9913088,40.73689,FALSE,4.3,,Udon noodle restaurant,TRUE,
TGI Fridays,-73.9913155,40.7515686,FALSE,3.3,,Restaurant,TRUE,
OBAO,-73.9913281,40.7606458,FALSE,4.2,,Asian fusion restaurant,TRUE,
Cervo's,-73.9913446,40.7148624,FALSE,4.6,,Seafood restaurant,TRUE,
Dig,-73.9914049,40.7490725,TRUE,5,,American restaurant,TRUE,
sweetgreen,-73.9914483,40.7263613,FALSE,3.9,,Health food restaurant,TRUE,
Il Melograno,-73.9914706,40.7655066,FALSE,4.6,,Sicilian restaurant,TRUE,TRUE
Sage Kitchen,-73.9914808,40.726624,FALSE,4.8,,American restaurant,TRUE,
Gyu-Kaku Japanese BBQ,-73.9914863,40.728237,FALSE,4.5,,Japanese restaurant,TRUE,
India at Time Square,-73.9914957,40.7593655,FALSE,4.8,,Indian restaurant,TRUE,
Scarr's Pizza,-73.9914995,40.7153695,FALSE,4.6,,Pizza restaurant,TRUE,
Ribalta,-73.9915722,40.7332889,FALSE,4.5,,Italian restaurant,TRUE,
Westway Diner,-73.9916209,40.7593916,FALSE,4.3,,Diner,TRUE,
Piggyback,-73.9916272,40.7479602,TRUE,4.6,,Asian fusion restaurant,TRUE,
Momofuku Ko,-73.9916539,40.7248629,FALSE,4.6,,American restaurant,TRUE,
Gemma,-73.9916613,40.7261666,FALSE,4.3,,Italian restaurant,TRUE,TRUE
At Nine Restaurant & Bar,-73.9920561,40.7586939,FALSE,4.4,,Thai restaurant,TRUE,
Sushiva,-73.9921238,40.7595426,FALSE,4.8,,Japanese restaurant,TRUE,
Dalton's Bar & Grill,-73.992141,40.759393,FALSE,4.3,,Bar & grill,TRUE,TRUE
Bonnie Vee,-73.9921615,40.7224017,FALSE,4.1,,Cocktail bar,TRUE,TRUE
Vapiano NYC,-73.9921729,40.7343598,FALSE,4.3,,Italian restaurant,TRUE,TRUE
sweetgreen,-73.9922097,40.7297944,FALSE,4,,Health food restaurant,TRUE,
The Flower Shop,-73.9922533,40.7181476,FALSE,4.3,,Pub,TRUE,
B & D Halal Restaurant,-73.9922767,40.7477191,FALSE,4.3,,West African restaurant,TRUE,
Newsbar,-73.9923258,40.7342039,FALSE,4.4,,Breakfast restaurant,TRUE,
Outback Steakhouse,-73.992369,40.7423769,FALSE,4.1,,Steak house,TRUE,
Banzarbar,-73.9924255,40.7220384,FALSE,4.7,,Bar,TRUE,
Freemans,-73.9924573,40.7219877,FALSE,4.4,,American restaurant,TRUE,
Shake Shack,-73.9924884,40.7513773,FALSE,4.1,,Hamburger restaurant,TRUE,
sweetgreen,-73.9925437,40.7339649,FALSE,4.2,,Health food restaurant,TRUE,
Subway,-73.9925674,40.7515109,FALSE,3.4,,Sandwich shop,TRUE,
Wayla,-73.9926038,40.7182852,FALSE,4.6,,Thai restaurant,TRUE,TRUE
Bessou,-73.9926697,40.72551,FALSE,4.4,,Japanese restaurant,TRUE,
Fish Cheeks,-73.992682,40.725709,FALSE,4.7,,Thai restaurant,TRUE,
Wendy's,-73.9926988,40.7354088,FALSE,4,,Fast food restaurant,TRUE,
Sláinte Bar and Lounge,-73.9927436,40.7247919,FALSE,4.4,,Sports bar,TRUE,
Pure Green,-73.9927741,40.7306197,FALSE,4.2,,Juice shop,TRUE,
Kyma,-73.9928051,40.7391382,FALSE,4.5,,Greek restaurant,TRUE,
Ootoya - Chelsea,-73.9928139,40.7387461,FALSE,4.4,,Authentic Japanese restaurant,TRUE,
Loreley Beer Garden,-73.9928725,40.7212299,FALSE,4.2,,Beer garden,TRUE,TRUE
"Chick-fil-A 22nd & 6th, NYC",-73.9928843,40.7423583,FALSE,4.3,,Restaurant,TRUE,
Potbelly Sandwich Shop,-73.9928922,40.7475192,TRUE,4.2,,Sandwich shop,TRUE,
Floret,-73.9929163,40.7219041,TRUE,4.3,,Mediterranean restaurant,TRUE,TRUE
